NMFS_DNA_ID	BOX_ID	BOX_POSITION	SAMPLE_ID	BATCH_ID	PROJECT_NAME	GENUS	SPECIES	LENGTH	WEIGHT	SEX	AGE	REPORTED_LIFE_STAGE	PHENOTYPE	HATCHERY_MARK	TAG_NUMBER	COLLECTION_DATE	ESTIMATED_DATE	PICKER	PICK_DATE	LEFTOVER_SAMPLE	SAMPLE_COMMENTS	NMFS_DNA_ID	SPECIES_CODE	COMMON_NAME	LANDFALL_PORT	CRUISE	HAUL	SITE	STATE_M	COUNTY_M	LATITUDE_M	LONGITUDE_M	LOCATION_COMMENTS_M
R004224	R044	12H	F K22 larva 288	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/2/04		Sogard Team 			All larva on this plate were from Female K22; no tissue remains (Sogard may have additional larvae from this female)	R004224	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004513	R048	1A	F K26 larva 577	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004513	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004514	R048	1B	F K26 larva 578	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004514	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004515	R048	1C	F K26 larva 579	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004515	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004516	R048	1D	F K26 larva 580	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004516	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004517	R048	1E	F K26 larva 581	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004517	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004518	R048	1F	F K26 larva 582	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004518	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004519	R048	1G	F K26 larva 583	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004519	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004520	R048	1H	F K26 larva 584	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004520	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004521	R048	2A	F K26 larva 585	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004521	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004522	R048	2B	F K26 larva 586	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004522	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004523	R048	2C	F K26 larva 587	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004523	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004524	R048	2D	F K26 larva 588	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004524	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004525	R048	2E	F K26 larva 589	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004525	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004526	R048	2F	F K26 larva 590	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004526	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004527	R048	2G	F K26 larva 591	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004527	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004528	R048	2H	F K26 larva 592	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004528	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004529	R048	3A	F K26 larva 593	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004529	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004530	R048	3B	F K26 larva 594	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004530	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004531	R048	3C	F K26 larva 595	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004531	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004532	R048	3D	F K26 larva 596	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004532	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004533	R048	3E	F K26 larva 597	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004533	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004534	R048	3F	F K26 larva 598	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004534	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004535	R048	3G	F K26 larva 599	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004535	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004536	R048	3H	F K26 larva 600	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004536	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004537	R048	4A	F K26 larva 601	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004537	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004538	R048	4B	F K26 larva 602	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004538	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004539	R048	4C	F K26 larva 603	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004539	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004540	R048	4D	F K26 larva 604	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004540	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004541	R048	4E	F K26 larva 605	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004541	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004542	R048	4F	F K26 larva 606	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004542	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004543	R048	4G	F K26 larva 607	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004543	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004544	R048	4H	F K26 larva 608	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004544	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004545	R048	5A	F K26 larva 609	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004545	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004546	R048	5B	F K26 larva 610	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004546	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004547	R048	5C	F K26 larva 611	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004547	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004548	R048	5D	F K26 larva 612	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004548	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004549	R048	5E	F K26 larva 613	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004549	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004550	R048	5F	F K26 larva 614	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004550	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004551	R048	5G	F K26 larva 615	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004551	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004552	R048	5H	F K26 larva 616	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004552	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004553	R048	6A	F K26 larva 617	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004553	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004554	R048	6B	F K26 larva 618	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004554	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004555	R048	6C	F K26 larva 619	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004555	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004556	R048	6D	F K26 larva 620	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004556	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004557	R048	6E	F K26 larva 621	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004557	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004558	R048	6F	F K26 larva 622	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004558	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004559	R048	6G	F K26 larva 623	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004559	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004560	R048	6H	F K26 larva 624	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004560	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004561	R048	7A	F K26 larva 625	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004561	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004562	R048	7B	F K26 larva 626	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004562	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004563	R048	7C	F K26 larva 627	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004563	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
R004564	R048	7D	F K26 larva 628	A601	Kelp Rockfish Parentage	Sebastes	atrovirens					Extrusion Larvae				6/17/04		Sogard Team 			All larva on this plate were from Female K26; no tissue remains (Sogard may have additional larvae from this female)	R004564	KLPR	KELP ROCKFISH				NMFS Santa Cruz Lab	California	Santa Cruz			
